sensor_feature,survey_item,correlation,p_value,p_adjusted,effect_size,n_samples,ci_lower,ci_upper,method,interpretation,significant,meaningful
phone_screen_time_3d_trend,Q5_score,0.061,0.6869670051586629,NaN,0.061,46,-0.2334,0.3452,spearman,negligible,false,0.0
phone_screen_time_3d_trend,Q6_score,-0.0514,0.7343346230224259,NaN,0.0514,46,-0.3367,0.2425,spearman,negligible,false,0.0
phone_screen_time_3d_trend,Q7_score,-0.0256,0.8661209178952796,NaN,0.0256,46,-0.3135,0.2667,spearman,negligible,false,0.0
phone_screen_time_3d_trend,Q8_score,0.1281,0.3960366230733411,NaN,0.1281,46,-0.1684,0.4034,spearman,small,false,0.0
phone_screen_time_3d_trend,Q9_score,-0.1413,0.34875526645156574,NaN,0.1413,46,-0.4146,0.1553,spearman,small,false,0.0
phone_session_duration_mean_3d_mean,total_score,0.0602,0.691153083615945,NaN,0.0602,46,-0.2342,0.3445,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q1_score,-0.0189,0.9008439491496641,NaN,0.0189,46,-0.3075,0.2729,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q2_score,-0.0092,0.951396317908523,NaN,0.0092,46,-0.2987,0.2818,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q3_score,0.0684,0.6514567378256,NaN,0.0684,46,-0.2264,0.3517,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q4_score,-0.033,0.8276676217822968,NaN,0.033,46,-0.3202,0.2598,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q5_score,0.118,0.4347130685014845,NaN,0.118,46,-0.1784,0.3948,spearman,small,false,0.0
phone_session_duration_mean_3d_mean,Q6_score,-0.0491,0.7458592771846492,NaN,0.0491,46,-0.3346,0.2447,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q7_score,0.0927,0.5402276675859466,NaN,0.0927,46,-0.2031,0.3729,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q8_score,-0.006,0.9683680784257084,NaN,0.006,46,-0.2958,0.2848,spearman,negligible,false,0.0
phone_session_duration_mean_3d_mean,Q9_score,-0.053,0.7264475109155013,NaN,0.053,46,-0.3381,0.241,spearman,negligible,false,0.0
phone_session_duration_mean_3d_std,total_score,0.1742,0.2470624731969111,NaN,0.1742,46,-0.1223,0.4421,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q1_score,-0.0227,0.8810726463361604,NaN,0.0227,46,-0.3109,0.2694,spearman,negligible,false,0.0
phone_session_duration_mean_3d_std,Q2_score,0.0779,0.6068867999345506,NaN,0.0779,46,-0.2173,0.36,spearman,negligible,false,0.0
phone_session_duration_mean_3d_std,Q3_score,0.1158,0.4434752391059784,NaN,0.1158,46,-0.1806,0.3929,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q4_score,0.1813,0.22785101888755477,NaN,0.1813,46,-0.115,0.448,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q5_score,0.1385,0.3588067485363875,NaN,0.1385,46,-0.1582,0.4122,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q6_score,0.1195,0.4290130029582905,NaN,0.1195,46,-0.177,0.396,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q7_score,0.2313,0.12196633367493295,NaN,0.2313,46,-0.0633,0.4888,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q8_score,0.2709,0.06861487969212222,NaN,0.2709,46,-0.0211,0.5203,spearman,small,false,0.0
phone_session_duration_mean_3d_std,Q9_score,-0.002,0.9893737393113042,NaN,0.002,46,-0.2921,0.2884,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,total_score,-0.0176,0.9074753501350319,NaN,0.0176,46,-0.3064,0.2741,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,Q1_score,-0.0056,0.9704348007969905,NaN,0.0056,46,-0.2954,0.2851,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,Q2_score,-0.0418,0.782540786970398,NaN,0.0418,46,-0.3281,0.2515,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,Q3_score,0.0186,0.9022436241739815,NaN,0.0186,46,-0.2732,0.3073,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,Q4_score,-0.1142,0.4496280349398133,NaN,0.1142,46,-0.3916,0.1821,spearman,small,false,0.0
phone_session_duration_mean_3d_min,Q5_score,0.0828,0.5841990422657752,NaN,0.0828,46,-0.2126,0.3644,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,Q6_score,-0.1218,0.42007984634339013,NaN,0.1218,46,-0.398,0.1747,spearman,small,false,0.0
phone_session_duration_mean_3d_min,Q7_score,-0.0201,0.8947320263360823,NaN,0.0201,46,-0.3086,0.2718,spearman,negligible,false,0.0
phone_session_duration_mean_3d_min,Q8_score,-0.1297,0.3903145211743807,NaN,0.1297,46,-0.4048,0.1669,spearman,small,false,0.0
phone_session_duration_mean_3d_min,Q9_score,-0.1196,0.4283793319485981,NaN,0.1196,46,-0.3962,0.1768,spearman,small,false,0.0
phone_session_duration_mean_3d_max,total_score,0.1183,0.43380355061564446,NaN,0.1183,46,-0.1782,0.395,spearman,small,false,0.0
phone_session_duration_mean_3d_max,Q1_score,-0.0224,0.8824826557611225,NaN,0.0224,46,-0.3107,0.2696,spearman,negligible,false,0.0
phone_session_duration_mean_3d_max,Q2_score,0.0295,0.8458973536860853,NaN,0.0295,46,-0.2631,0.317,spearman,negligible,false,0.0
phone_session_duration_mean_3d_max,Q3_score,0.1225,0.41746096695025525,NaN,0.1225,46,-0.174,0.3986,spearman,small,false,0.0
phone_session_duration_mean_3d_max,Q4_score,0.0808,0.5935467550703508,NaN,0.0808,46,-0.2145,0.3626,spearman,negligible,false,0.0
phone_session_duration_mean_3d_max,Q5_score,0.142,0.3466024081748018,NaN,0.142,46,-0.1547,0.4152,spearman,small,false,0.0
phone_session_duration_mean_3d_max,Q6_score,0.0132,0.9303814315503729,NaN,0.0132,46,-0.2781,0.3024,spearman,negligible,false,0.0
phone_session_duration_mean_3d_max,Q7_score,0.17,0.25856489193113924,NaN,0.17,46,-0.1265,0.4387,spearman,small,false,0.0
phone_session_duration_mean_3d_max,Q8_score,0.0976,0.518873580443306,NaN,0.0976,46,-0.1983,0.3772,spearman,negligible,false,0.0
phone_session_duration_mean_3d_max,Q9_score,-0.0515,0.7339727662110136,NaN,0.0515,46,-0.3368,0.2424,spearman,negligible,false,0.0
phone_session_duration_mean_3d_trend,total_score,-0.2511,0.09234778195087902,NaN,0.2511,46,-0.5046,0.0423,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q1_score,-0.3532,0.016050643567869043,NaN,0.3532,46,-0.5837,-0.0701,spearman,medium,false,1.0
phone_session_duration_mean_3d_trend,Q2_score,-0.2282,0.12720552196952417,NaN,0.2282,46,-0.4863,0.0665,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q3_score,-0.1594,0.2900603428586936,NaN,0.1594,46,-0.4298,0.1373,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q4_score,-0.1122,0.4576859243514735,NaN,0.1122,46,-0.3898,0.1841,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q5_score,-0.2283,0.12707851541629767,NaN,0.2283,46,-0.4863,0.0664,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q6_score,-0.1491,0.32270486275081256,NaN,0.1491,46,-0.4212,0.1476,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q7_score,-0.073,0.6295836005935046,NaN,0.073,46,-0.3558,0.222,spearman,negligible,false,0.0
phone_session_duration_mean_3d_trend,Q8_score,0.1744,0.24650017415522624,NaN,0.1744,46,-0.1221,0.4423,spearman,small,false,0.0
phone_session_duration_mean_3d_trend,Q9_score,-0.2095,0.16230851384196943,NaN,0.2095,46,-0.4711,0.086,spearman,small,false,0.0
phone_session_duration_std_3d_mean,total_score,-0.1459,0.33322111500495455,NaN,0.1459,46,-0.4185,0.1508,spearman,small,false,0.0
phone_session_duration_std_3d_mean,Q1_score,0.0032,0.9832557468898606,NaN,0.0032,46,-0.2874,0.2932,spearman,negligible,false,0.0
phone_session_duration_std_3d_mean,Q2_score,-0.0197,0.8964350504004727,NaN,0.0197,46,-0.3083,0.2721,spearman,negligible,false,0.0
phone_session_duration_std_3d_mean,Q3_score,-0.0218,0.8855289802594808,NaN,0.0218,46,-0.3102,0.2702,spearman,negligible,false,0.0
phone_session_duration_std_3d_mean,Q4_score,-0.0448,0.7676287129205235,NaN,0.0448,46,-0.3308,0.2488,spearman,negligible,false,0.0
phone_session_duration_std_3d_mean,Q5_score,-0.0831,0.5829668695796917,NaN,0.0831,46,-0.3646,0.2123,spearman,negligible,false,0.0
phone_session_duration_std_3d_mean,Q6_score,-0.1505,0.3182652939177704,NaN,0.1505,46,-0.4223,0.1462,spearman,small,false,0.0
phone_session_duration_std_3d_mean,Q7_score,-0.2095,0.16226982221288236,NaN,0.2095,46,-0.4712,0.086,spearman,small,false,0.0
phone_session_duration_std_3d_mean,Q8_score,-0.2874,0.05279795946534646,NaN,0.2874,46,-0.5332,0.0032,spearman,small,false,0.0
phone_session_duration_std_3d_mean,Q9_score,-0.0788,0.602904609853385,NaN,0.0788,46,-0.3608,0.2165,spearman,negligible,false,0.0
phone_session_duration_std_3d_std,total_score,0.0733,0.6284396591145394,NaN,0.0733,46,-0.2217,0.356,spearman,negligible,false,0.0
phone_session_duration_std_3d_std,Q1_score,0.0084,0.9558423276174023,NaN,0.0084,46,-0.2826,0.298,spearman,negligible,false,0.0
phone_session_duration_std_3d_std,Q2_score,0.1053,0.48627681652219135,NaN,0.1053,46,-0.1909,0.3838,spearman,small,false,0.0
phone_session_duration_std_3d_std,Q3_score,0.2016,0.17904389299606058,NaN,0.2016,46,-0.0942,0.4647,spearman,small,false,0.0
phone_session_duration_std_3d_std,Q4_score,0.158,0.2942376809298671,NaN,0.158,46,-0.1386,0.4287,spearman,small,false,0.0
phone_session_duration_std_3d_std,Q5_score,0.1284,0.39494487358792574,NaN,0.1284,46,-0.1681,0.4037,spearman,small,false,0.0
phone_session_duration_std_3d_std,Q6_score,-0.0069,0.9639087526987539,NaN,0.0069,46,-0.2966,0.284,spearman,negligible,false,0.0
phone_session_duration_std_3d_std,Q7_score,-0.0687,0.6498608399259265,NaN,0.0687,46,-0.352,0.2261,spearman,negligible,false,0.0
phone_session_duration_std_3d_std,Q8_score,-0.0093,0.9512135019581782,NaN,0.0093,46,-0.2988,0.2818,spearman,negligible,false,0.0
phone_session_duration_std_3d_std,Q9_score,-0.1272,0.3995126080416358,NaN,0.1272,46,-0.4026,0.1693,spearman,small,false,0.0
phone_session_duration_std_3d_min,total_score,-0.2019,0.1784770267786386,NaN,0.2019,46,-0.4649,0.0939,spearman,small,false,0.0
phone_session_duration_std_3d_min,Q1_score,-0.0389,0.7976342872929665,NaN,0.0389,46,-0.3255,0.2543,spearman,negligible,false,0.0
phone_session_duration_std_3d_min,Q2_score,-0.0705,0.6414002951397094,NaN,0.0705,46,-0.3536,0.2244,spearman,negligible,false,0.0
phone_session_duration_std_3d_min,Q3_score,-0.0929,0.539152560708602,NaN,0.0929,46,-0.3731,0.2029,spearman,negligible,false,0.0
phone_session_duration_std_3d_min,Q4_score,-0.1501,0.3193328674859823,NaN,0.1501,46,-0.422,0.1466,spearman,small,false,0.0
phone_session_duration_std_3d_min,Q5_score,-0.1326,0.3798000908123961,NaN,0.1326,46,-0.4072,0.164,spearman,small,false,0.0
phone_session_duration_std_3d_min,Q6_score,-0.1851,0.21813935110359625,NaN,0.1851,46,-0.4512,0.1112,spearman,small,false,0.0
phone_session_duration_std_3d_min,Q7_score,-0.1788,0.23460413846949954,NaN,0.1788,46,-0.4459,0.1177,spearman,small,false,0.0
phone_session_duration_std_3d_min,Q8_score,-0.3116,0.03502647809707072,NaN,0.3116,46,-0.552,-0.0234,spearman,medium,false,1.0
phone_session_duration_std_3d_min,Q9_score,-0.1055,0.4852774496524008,NaN,0.1055,46,-0.384,0.1906,spearman,small,false,0.0
phone_session_duration_std_3d_max,total_score,-0.1068,0.4800219153333155,NaN,0.1068,46,-0.3851,0.1894,spearman,small,false,0.0
phone_session_duration_std_3d_max,Q1_score,-0.0023,0.9878867268220155,NaN,0.0023,46,-0.2924,0.2882,spearman,negligible,false,0.0
phone_session_duration_std_3d_max,Q2_score,0.0001,0.999634340313442,NaN,0.0001,46,-0.2902,0.2904,spearman,negligible,false,0.0
phone_session_duration_std_3d_max,Q3_score,0.049,0.7464648482034382,NaN,0.049,46,-0.2448,0.3345,spearman,negligible,false,0.0
phone_session_duration_std_3d_max,Q4_score,0.0125,0.9342059730742616,NaN,0.0125,46,-0.2788,0.3017,spearman,negligible,false,0.0
phone_session_duration_std_3d_max,Q5_score,-0.0442,0.7705907730867181,NaN,0.0442,46,-0.3303,0.2493,spearman,negligible,false,0.0
phone_session_duration_std_3d_max,Q6_score,-0.1339,0.37506681446039314,NaN,0.1339,46,-0.4083,0.1627,spearman,small,false,0.0
phone_session_duration_std_3d_max,Q7_score,-0.2087,0.16403299604163704,NaN,0.2087,46,-0.4705,0.0869,spearman,small,false,0.0
phone_session_duration_std_3d_max,Q8_score,-0.1908,0.2039166958815962,NaN,0.1908,46,-0.4559,0.1053,spearman,small,false,0.0
phone_session_duration_std_3d_max,Q9_score,-0.1242,0.4109211207051101,NaN,0.1242,46,-0.4001,0.1723,spearman,small,false,0.0
phone_session_duration_std_3d_trend,total_score,-0.0709,0.6395605198523175,NaN,0.0709,46,-0.3539,0.224,spearman,negligible,false,0.0
phone_session_duration_std_3d_trend,Q1_score,-0.2338,0.1178992322608865,NaN,0.2338,46,-0.4908,0.0606,spearman,small,false,0.0
phone_session_duration_std_3d_trend,Q2_score,-0.0888,0.5573031931334513,NaN,0.0888,46,-0.3696,0.2068,spearman,negligible,false,0.0
phone_session_duration_std_3d_trend,Q3_score,-0.0445,0.7689397834743396,NaN,0.0445,46,-0.3305,0.249,spearman,negligible,false,0.0
phone_session_duration_std_3d_trend,Q4_score,-0.0189,0.9005699571507862,NaN,0.0189,46,-0.3075,0.2729,spearman,negligible,false,0.0
phone_session_duration_std_3d_trend,Q5_score,-0.0247,0.8705666811147579,NaN,0.0247,46,-0.3128,0.2675,spearman,negligible,false,0.0
phone_session_duration_std_3d_trend,Q6_score,-0.1538,0.3073362661339632,NaN,0.1538,46,-0.4252,0.1428,spearman,small,false,0.0
phone_session_duration_std_3d_trend,Q7_score,0.1652,0.2726068649791038,NaN,0.1652,46,-0.1314,0.4346,spearman,small,false,0.0
phone_session_duration_std_3d_trend,Q8_score,0.2176,0.14622756029221146,NaN,0.2176,46,-0.0776,0.4778,spearman,small,false,0.0
phone_session_duration_std_3d_trend,Q9_score,-0.0979,0.5173061734827249,NaN,0.0979,46,-0.3775,0.198,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_mean,total_score,-0.2063,0.16898959064816427,NaN,0.2063,46,-0.4685,0.0894,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q1_score,-0.2779,0.06147430466025373,NaN,0.2779,46,-0.5258,0.0135,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q2_score,-0.1681,0.26398135889273266,NaN,0.1681,46,-0.4371,0.1284,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q3_score,-0.1515,0.3148579538361078,NaN,0.1515,46,-0.4232,0.1452,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q4_score,-0.0939,0.534778672732644,NaN,0.0939,46,-0.374,0.2019,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_mean,Q5_score,-0.162,0.2820782490346583,NaN,0.162,46,-0.432,0.1346,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q6_score,-0.2777,0.06164327459679467,NaN,0.2777,46,-0.5257,0.0137,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q7_score,-0.2299,0.12423182909162153,NaN,0.2299,46,-0.4877,0.0647,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q8_score,-0.1053,0.4861373462354647,NaN,0.1053,46,-0.3839,0.1908,spearman,small,false,0.0
phone_night_usage_ratio_3d_mean,Q9_score,-0.0323,0.8312095665673268,NaN,0.0323,46,-0.3196,0.2604,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,total_score,-0.0317,0.8343256767180947,NaN,0.0317,46,-0.3191,0.261,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,Q1_score,-0.1655,0.2717957406158608,NaN,0.1655,46,-0.4349,0.1311,spearman,small,false,0.0
phone_night_usage_ratio_3d_std,Q2_score,-0.0479,0.7516989547278,NaN,0.0479,46,-0.3336,0.2458,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,Q3_score,-0.0226,0.881705191436916,NaN,0.0226,46,-0.3108,0.2695,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,Q4_score,0.0097,0.9489609432257402,NaN,0.0097,46,-0.2814,0.2992,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,Q5_score,-0.0809,0.5931670777811298,NaN,0.0809,46,-0.3627,0.2145,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,Q6_score,-0.1689,0.26174352443150994,NaN,0.1689,46,-0.4378,0.1276,spearman,small,false,0.0
phone_night_usage_ratio_3d_std,Q7_score,-0.1271,0.3997943848260793,NaN,0.1271,46,-0.4026,0.1694,spearman,small,false,0.0
phone_night_usage_ratio_3d_std,Q8_score,0.0019,0.9900562718870243,NaN,0.0019,46,-0.2886,0.292,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_std,Q9_score,0.0369,0.8078938789789814,NaN,0.0369,46,-0.2562,0.3237,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_min,total_score,-0.3203,0.0299859794707399,NaN,0.3203,46,-0.5587,-0.0331,spearman,medium,false,1.0
phone_night_usage_ratio_3d_min,Q1_score,-0.3829,0.008637781838171665,NaN,0.3829,46,-0.6058,-0.1041,spearman,medium,false,1.0
phone_night_usage_ratio_3d_min,Q2_score,-0.2123,0.15669801628309502,NaN,0.2123,46,-0.4734,0.0832,spearman,small,false,0.0
phone_night_usage_ratio_3d_min,Q3_score,-0.218,0.14546759608157386,NaN,0.218,46,-0.4781,0.0771,spearman,small,false,0.0
phone_night_usage_ratio_3d_min,Q4_score,-0.1861,0.21551996477686777,NaN,0.1861,46,-0.452,0.1101,spearman,small,false,0.0
phone_night_usage_ratio_3d_min,Q5_score,-0.1997,0.1833218705120448,NaN,0.1997,46,-0.4631,0.0962,spearman,small,false,0.0
phone_night_usage_ratio_3d_min,Q6_score,-0.3045,0.039632702010261506,NaN,0.3045,46,-0.5465,-0.0156,spearman,medium,false,1.0
phone_night_usage_ratio_3d_min,Q7_score,-0.2535,0.08916145661575112,NaN,0.2535,46,-0.5065,0.0397,spearman,small,false,0.0
phone_night_usage_ratio_3d_min,Q8_score,-0.178,0.23670778123991618,NaN,0.178,46,-0.4453,0.1185,spearman,small,false,0.0
phone_night_usage_ratio_3d_min,Q9_score,-0.0394,0.7950101902997063,NaN,0.0394,46,-0.3259,0.2538,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_max,total_score,-0.1648,0.27379960384716345,NaN,0.1648,46,-0.4343,0.1318,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q1_score,-0.26,0.08092912674063636,NaN,0.26,46,-0.5117,0.0327,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q2_score,-0.131,0.3853499241979871,NaN,0.131,46,-0.4059,0.1656,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q3_score,-0.1243,0.4103358208868152,NaN,0.1243,46,-0.4002,0.1722,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q4_score,-0.0662,0.6620579242935449,NaN,0.0662,46,-0.3498,0.2285,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_max,Q5_score,-0.1412,0.34939588684108014,NaN,0.1412,46,-0.4145,0.1555,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q6_score,-0.2421,0.10493742272274101,NaN,0.2421,46,-0.4975,0.0518,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q7_score,-0.2197,0.14231063491594084,NaN,0.2197,46,-0.4794,0.0754,spearman,small,false,0.0
phone_night_usage_ratio_3d_max,Q8_score,-0.0553,0.7150338565656743,NaN,0.0553,46,-0.3401,0.2388,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_max,Q9_score,0.0167,0.9125008739898376,NaN,0.0167,46,-0.275,0.3055,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_trend,total_score,0.039,0.7968013698427725,NaN,0.039,46,-0.2542,0.3256,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_trend,Q1_score,0.01,0.9473067143270792,NaN,0.01,46,-0.2811,0.2994,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_trend,Q2_score,-0.0263,0.8624453113967531,NaN,0.0263,46,-0.3142,0.2661,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_trend,Q3_score,0.1126,0.45627254933851247,NaN,0.1126,46,-0.1837,0.3901,spearman,small,false,0.0
phone_night_usage_ratio_3d_trend,Q4_score,0.0849,0.5746507222892872,NaN,0.0849,46,-0.2106,0.3662,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_trend,Q5_score,0.0547,0.7178303776826321,NaN,0.0547,46,-0.2394,0.3396,spearman,negligible,false,0.0
phone_night_usage_ratio_3d_trend,Q6_score,0.2438,0.10254680196801191,NaN,0.2438,46,-0.0501,0.4988,spearman,small,false,0.0
phone_night_usage_ratio_3d_trend,Q7_score,-0.1163,0.4415294886667519,NaN,0.1163,46,-0.3933,0.1801,spearman,small,false,0.0
phone_night_usage_ratio_3d_trend,Q8_score,-0.1884,0.20978146018844393,NaN,0.1884,46,-0.4539,0.1078,spearman,small,false,0.0
phone_night_usage_ratio_3d_trend,Q9_score,-0.0646,0.6696442809430343,NaN,0.0646,46,-0.3484,0.23,spearman,negligible,false,0.0
phone_unlock_count_7d_mean,total_score,-0.2141,0.15306142520413574,NaN,0.2141,46,-0.4749,0.0812,spearman,small,false,0.0
phone_unlock_count_7d_mean,Q1_score,-0.0353,0.8156325674570714,NaN,0.0353,46,-0.3223,0.2576,spearman,negligible,false,0.0
phone_unlock_count_7d_mean,Q2_score,-0.0458,0.7625227997955161,NaN,0.0458,46,-0.3317,0.2478,spearman,negligible,false,0.0
phone_unlock_count_7d_mean,Q3_score,-0.097,0.5211497064740052,NaN,0.097,46,-0.3767,0.1989,spearman,negligible,false,0.0
phone_unlock_count_7d_mean,Q4_score,-0.0989,0.5133533392552725,NaN,0.0989,46,-0.3783,0.1971,spearman,negligible,false,0.0
phone_unlock_count_7d_mean,Q5_score,-0.1018,0.5006319987227736,NaN,0.1018,46,-0.3809,0.1942,spearman,small,false,0.0
phone_unlock_count_7d_mean,Q6_score,-0.1879,0.21100200108171932,NaN,0.1879,46,-0.4535,0.1083,spearman,small,false,0.0
phone_unlock_count_7d_mean,Q7_score,-0.276,0.06331131799538803,NaN,0.276,46,-0.5243,0.0155,spearman,small,false,0.0
phone_unlock_count_7d_mean,Q8_score,-0.3776,0.009685673195247737,NaN,0.3776,46,-0.6019,-0.098,spearman,medium,false,1.0
phone_unlock_count_7d_mean,Q9_score,-0.0888,0.5570866597217492,NaN,0.0888,46,-0.3696,0.2068,spearman,negligible,false,0.0
phone_unlock_count_7d_std,total_score,0.0939,0.5346563190870557,NaN,0.0939,46,-0.2019,0.374,spearman,negligible,false,0.0
phone_unlock_count_7d_std,Q1_score,0.1176,0.4363662532092656,NaN,0.1176,46,-0.1788,0.3944,spearman,small,false,0.0
phone_unlock_count_7d_std,Q2_score,0.3394,0.02104324185487455,NaN,0.3394,46,0.0544,0.5732,spearman,medium,false,1.0
phone_unlock_count_7d_std,Q3_score,-0.1077,0.47638840385653936,NaN,0.1077,46,-0.3859,0.1885,spearman,small,false,0.0
phone_unlock_count_7d_std,Q4_score,-0.0263,0.8622429811515487,NaN,0.0263,46,-0.3142,0.266,spearman,negligible,false,0.0
phone_unlock_count_7d_std,Q5_score,0.147,0.32968073872928694,NaN,0.147,46,-0.1497,0.4194,spearman,small,false,0.0
phone_unlock_count_7d_std,Q6_score,0.0574,0.7047786626326663,NaN,0.0574,46,-0.2368,0.342,spearman,negligible,false,0.0
phone_unlock_count_7d_std,Q7_score,-0.0187,0.9018137292252655,NaN,0.0187,46,-0.3073,0.2731,spearman,negligible,false,0.0
phone_unlock_count_7d_std,Q8_score,-0.0859,0.5703421822751116,NaN,0.0859,46,-0.367,0.2096,spearman,negligible,false,0.0
phone_unlock_count_7d_std,Q9_score,0.1383,0.3592841774987865,NaN,0.1383,46,-0.1583,0.4121,spearman,small,false,0.0
phone_unlock_count_7d_min,total_score,-0.2962,0.045666082849941496,NaN,0.2962,46,-0.54,-0.0064,spearman,small,false,0.0
phone_unlock_count_7d_min,Q1_score,-0.0716,0.6361384270876644,NaN,0.0716,46,-0.3546,0.2233,spearman,negligible,false,0.0
phone_unlock_count_7d_min,Q2_score,-0.1407,0.35092412029281905,NaN,0.1407,46,-0.4141,0.1559,spearman,small,false,0.0
phone_unlock_count_7d_min,Q3_score,-0.1045,0.4896291330362158,NaN,0.1045,46,-0.3831,0.1916,spearman,small,false,0.0
phone_unlock_count_7d_min,Q4_score,-0.1592,0.2904648071377488,NaN,0.1592,46,-0.4297,0.1374,spearman,small,false,0.0
phone_unlock_count_7d_min,Q5_score,-0.2194,0.14288458511486338,NaN,0.2194,46,-0.4792,0.0757,spearman,small,false,0.0
phone_unlock_count_7d_min,Q6_score,-0.2513,0.0920797275717468,NaN,0.2513,46,-0.5048,0.0421,spearman,small,false,0.0
phone_unlock_count_7d_min,Q7_score,-0.3267,0.026689816339161933,NaN,0.3267,46,-0.5636,-0.0402,spearman,medium,false,1.0
phone_unlock_count_7d_min,Q8_score,-0.3756,0.010113111479931013,NaN,0.3756,46,-0.6004,-0.0957,spearman,medium,false,1.0
phone_unlock_count_7d_min,Q9_score,-0.1247,0.40894859248325977,NaN,0.1247,46,-0.4005,0.1718,spearman,small,false,0.0
phone_unlock_count_7d_max,total_score,-0.1725,0.25170869972617993,NaN,0.1725,46,-0.4407,0.124,spearman,small,false,0.0
phone_unlock_count_7d_max,Q1_score,0.0092,0.9515738505020324,NaN,0.0092,46,-0.2818,0.2987,spearman,negligible,false,0.0
phone_unlock_count_7d_max,Q2_score,0.0289,0.8487707561400512,NaN,0.0289,46,-0.2636,0.3165,spearman,negligible,false,0.0
phone_unlock_count_7d_max,Q3_score,-0.1545,0.3052471364908973,NaN,0.1545,46,-0.4257,0.1422,spearman,small,false,0.0
phone_unlock_count_7d_max,Q4_score,-0.0772,0.6102246886062896,NaN,0.0772,46,-0.3594,0.218,spearman,negligible,false,0.0
phone_unlock_count_7d_max,Q5_score,-0.0626,0.6794089124573754,NaN,0.0626,46,-0.3466,0.2319,spearman,negligible,false,0.0
phone_unlock_count_7d_max,Q6_score,-0.1651,0.2727936195263512,NaN,0.1651,46,-0.4346,0.1315,spearman,small,false,0.0
phone_unlock_count_7d_max,Q7_score,-0.2323,0.12031707424401027,NaN,0.2323,46,-0.4896,0.0622,spearman,small,false,0.0
phone_unlock_count_7d_max,Q8_score,-0.3645,0.012754102611999028,NaN,0.3645,46,-0.5922,-0.083,spearman,medium,false,1.0
phone_unlock_count_7d_max,Q9_score,-0.0581,0.7015503560461904,NaN,0.0581,46,-0.3426,0.2362,spearman,negligible,false,0.0
phone_unlock_count_7d_trend,total_score,0.0107,0.9435611477120811,NaN,0.0107,46,-0.2804,0.3001,spearman,negligible,false,0.0
